fish_id,year,station,length,sex,gut_length,SP1,SP2,PS,plates,grn,grg,grl2,grl3
BK121931,2012,NS,52,f,32,3.5,3.696,5.524,6,15,0.1846667,1.126333,1.043667
BK121932,2012,NS,51,f,32,2.874,3.183,5.277,5,14,0.2596667,1.083667,1.088
BK121938,2012,NS,64,f,40,3.698,4.353,6.056,4,13,0.195,1.072,1.184
BK140001,2014,23,42,f,NA,2.534,2.407,4.527,4,15,0.212,0.8443333,0.9566667
BK140005,2014,27,41,m,19,3.132,3.379,4.765,4,10,0.182,0.9823333,0.9536667
BK140011,2014,27,39,f,20,NA,NA,NA,NA,NA,NA,NA,NA
BK140012,2014,27,35,f,16,1.924,2.162,4.009,4,14,0.1476667,0.705,0.7303333
BK140015,2014,23,36,f,NA,2.502,2.885,4.041,6,13,0.2196667,0.74,0.6646667
BK140042,2014,128,50,f,NA,3.144,3.247,4.655,5,13,0.1886667,0.9743333,0.973
BK140047,2014,128,62,m,NA,3.324,3.696,6.217,5,16,0.172,1.042333,1.139667
BK140049,2014,128,38,f,19,2.546,2.596,4.072,5,13,0.13,0.8863333,0.896
BK140057,2014,128,43,f,20,3.101,3.357,5.794,5,14,0.1493333,0.9753333,1.061
BK140058,2014,128,61,f,NA,3.408,3.227,5.931,4,13,0.1983333,1.069333,1.093667
BK140081,2014,128,40,f,16,2.647,2.941,4.097,5,NA,NA,NA,NA
BK140103,2014,128,68,f,NA,4.468,5.019,6.713,5,17,0.2123333,1.053333,1.122667
BK140104,2014,128,41,f,NA,2.872,2.981,4.197,4,15,0.1426667,0.7806667,0.755
BK140129,2014,128,35,m,14,2.236,2.413,3.49,4,13,0.1263333,0.7486667,0.698
BK140130,2014,128,35,m,15,2.88,3.111,3.225,6,NA,NA,NA,NA
BK140138,2014,128,43,f,NA,2.827,3.138,4.951,4,NA,NA,NA,NA
BK140147,2014,128,36,f,17,2.034,2.097,3.861,5,14,0.156,0.827,0.844
BK140165,2014,128,38,m,19,2.311,2.38,4.348,6,14,0.1646667,0.872,0.971
BK140185,2014,128,36,m,19,2.399,2.405,3.556,4,13,0.169,0.741,0.716
BK140212,2014,128,35,f,16,1.917,2.373,3.936,4,12,0.138,0.8173333,0.719
BK140217,2014,135,59,f,33,3.698,3.721,6.221,6,14,0.203,1.161,1.236
BK140219,2014,135,36,f,14,2.041,2.202,3.497,6,NA,NA,NA,NA
BK140321,2014,DN,41,f,21,2.691,3.009,4.666,4,13,0.1693333,0.911,1.008667
BK140322,2014,DN,54,f,35,3.085,3.233,3.891,4,12,0.2243333,0.9866667,0.9803333
BK140325,2014,DN,35,m,18,2.402,2.509,4.031,5,13,0.1593333,0.782,0.7103333
BK140331,2014,DN,35,m,16,2.362,2.513,3.345,4,NA,NA,NA,NA
BK140339,2014,DN,35,m,13,2.57,2.806,3.895,5,NA,NA,NA,NA
BK140345,2014,DN,52,f,25,2.675,3.138,5.495,6,14,0.207,0.8986667,0.8843333
BK140365,2014,DN,43,f,21,2.565,2.726,4.061,4,NA,NA,NA,NA
BK140389,2014,DN,37,f,14,2.469,2.591,3.797,4,13,0.135,0.746,0.7726667
BK140400,2014,DN,42,NA,NA,3.259,3.483,4.729,6,14,0.135,0.9676667,0.922
BK140651,2014,DN,46,f,18,3.213,3.404,5.181,6,NA,NA,NA,NA
BK140760,2014,GS,51,f,25,2.965,3.254,4.668,5,NA,NA,NA,NA
BK140761,2014,GS,62,f,40,NA,NA,NA,NA,NA,NA,NA,NA
BK140766,2014,NS,37,f,15,2.768,2.818,4.179,4,NA,NA,NA,NA
BK140782,2014,NS,42,m,17,2.928,2.913,4.415,6,13,0.1846667,0.9913333,0.8946667
BK140799,2014,NS,36,f,15,2.291,2.714,3.821,5,12,0.14,0.7996667,0.7896667
BK140810,2014,NS,55,f,33,2.84,3.187,4.753,6,13,0.2113333,1.001667,0.9973333
BK140830,2014,NS,35,m,12,2.379,2.26,2.131,4,12,0.1136667,0.8416667,0.7553333
BK140886,2014,HS2,52,NA,NA,3.587,3.903,6.053,5,13,0.1613333,0.8453333,0.914
BK140887,2014,HS2,49,NA,NA,3.627,3.122,4.799,6,NA,NA,NA,NA
BK140938,2014,HS2,43,NA,NA,2.702,3.303,4.869,4,14,0.139,0.866,0.8956667
BK140958,2014,HS2,46,NA,NA,2.874,3.035,4.589,5,15,0.203,0.9873333,1.126667
BK140989,2014,HS2,43,NA,NA,2.829,3.419,4.674,5,NA,NA,NA,NA
BK141022,2014,HS2,37,NA,NA,3.088,3.233,4.655,4,NA,NA,NA,NA
BK141024,2014,HS2,41,NA,NA,2.676,2.833,4.718,6,13,0.1816667,0.8066667,0.914
BK141029,2014,HS2,37,m,15,2.246,2.312,3.983,4,NA,NA,NA,NA
BK141114,2014,GS,42,f,21,2.64,2.678,3.934,5,NA,NA,NA,NA
BK141115,2014,GS,60,f,35,3.003,3.212,6.325,5,13,0.186,1.005667,1.043333
BK141116,2014,GS,49,m,24,3.349,3.396,4.532,5,13,0.2093333,0.972,1.072
BK141117,2014,GS,53,m,27,3.08,3.262,5.185,4,14,0.229,0.939,0.9473333
BK141182,2014,HS2,57,NA,NA,3.707,4.093,6.273,4,13,0.2493333,0.8763333,0.881
BK141291,2014,HS2,40,NA,NA,2.733,2.911,4.334,4,15,0.188,0.639,0.787
BK141298,2014,HS2,50,NA,NA,3.254,3.601,5.438,6,14,0.1726667,1.024,0.9933333
BK141305,2014,HS2,40,NA,NA,2.668,2.78,4.082,5,13,0.1723333,0.858,0.9726667
BK141367,2014,HS2,48,NA,NA,3.302,3.222,5.16,5,NA,NA,NA,NA
BK141368,2014,HS2,46,NA,NA,3.482,3.114,5.042,4,12,0.1583333,1.008,0.97
BK141370,2014,HS2,41,NA,NA,2.854,3.099,4.859,4,13,0.1623333,0.918,0.8666667
BK141411,2014,NS,59,m,42,3.055,3.558,5.447,5,16,0.2013333,1.283333,1.271667
BK141412,2014,NS,56,f,41,3.214,3.352,6.015,4,NA,NA,NA,NA
BK141415,2014,NS,46,f,23,2.514,2.689,4.568,4,15,0.1696667,0.871,1.093
BK141421,2014,NS,58,f,34,2.773,2.827,5.417,4,NA,NA,NA,NA
BK141431,2014,NS,52,f,30,NA,NA,NA,NA,NA,NA,NA,NA
BK141434,2014,NS,57,m,28,3.399,3.413,5.409,6,NA,NA,NA,NA
BK141441,2014,NS,57,f,40,2.652,2.857,5.472,7,NA,NA,NA,NA
BK141442,2014,NS,43,m,22,2.441,2.733,4.136,4,13,0.137,1.114,1.151333
BK141456,2014,NS,57,f,32,2.961,3.225,6.077,6,13,0.175,1.108333,1.194667
BK141462,2014,NS,60,f,33,3.431,3.318,5.194,6,12,0.291,1.106,1.239
BK141464,2014,NS,53,f,32,2.914,3.104,4.562,5,NA,NA,NA,NA
BK141490,2014,NS,47,m,23,2.557,2.703,4.311,5,NA,NA,NA,NA
BK141501,2014,NS,60,f,35,3.214,3.278,6.522,4,12,0.2573333,1.231333,1.373667
BK16001,2016,NS,70,f,NA,3.504,3.946,6.107,4,14,0.224,1.255333,1.243667
BK16003,2016,NS,44,f,NA,1.837,2.058,3.803,4,12,0.106,0.608,0.6306667
BK16004,2016,NS,58,f,NA,2.669,2.933,5.089,5,13,0.1853333,0.8733333,1.028333
BK16005,2016,NS,35,NA,NA,1.973,2.088,3.523,5,13,0.109,0.749,0.7083333
BK16006,2016,GS,56,f,NA,2.376,3.084,4.495,4,NA,NA,NA,NA
BK16007,2016,GS,52,NA,NA,2.372,2.738,4.279,4,15,0.1616667,1.146667,1.036667
BK16020,2016,HS2,35,m,NA,2.759,2.717,4.165,3,14,0.08733333,0.593,0.6933333
BK16039,2016,HS2,42,m,NA,2.385,2.588,4.47,5,15,0.1653333,0.9246667,0.8843333
BK16055,2016,HS2,39,m,NA,3.125,3.643,4.449,5,14,0.1383333,0.893,0.749
BK16057,2016,HS2,37,f,NA,2.687,2.834,4.228,5,14,0.099,0.6603333,0.671
BK16059,2016,HS2,39,NA,NA,3.134,3.425,4.498,5,16,0.118,0.7086667,0.647
BK16070,2016,HS2,43,m,NA,3.599,3.517,4.185,5,13,0.1313333,0.8196667,0.953
BK16073,2016,HS2,36,m,NA,2.461,2.664,3.85,4,13,0.1093333,0.758,0.7636667
